OpCode	Mnemonic	AddrMode	Description	Bytes	Cycles	T0_0	T0_1	T1_0	T1_1	T2_0	T2_1	T3_0	T3_1	T4_0	T4_1	T5_0	T5_1	T6_0	T6_1	T7_0	T7_1	T8_0	T8_1	T9_0	T9_1	T10_0	T10_1	T11_0	T11_1	T12_0	T12_1	T13_0	T13_1	T14_0	T14_1	T15_0	T15_1
0xB8	CLV	implied	Clear Overflow Flag(0 -> V)	1	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Clear CY 	Put out PC Addr	Fetch Instruction Code																										
0xB9	LDA abs,Y	absolute,Y	Load Accumulator with Memory	3	4*	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	Put Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																						
0xBA	TSX	implied	Transfer Stack Pointer to Index X	1	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Load Y to ALU_A	Put out PC Addr	Fetch Instruction Code																										
0xBB			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xBC	LDY abs,X	absolute,X	Load Index Y with Memory	3	4*	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	Put Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																						
0xBD	LDA abs,X	absolute,X	Load Accumulator with Memory	3	4*	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	Put Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																						
0xBE	LDX abs,Y	absolute,Y	Load Index X with Memory	3	4*	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	Put Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																						
0xBF			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xC0	CPY #	immediate	Compare Memory and Index Y	2	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read #	Store result, PC out	Fetch Instruction Code																										
0xC1	CMP (ind,X)	(indirect,X)	Compare Memory with Accumulator	2	6	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d and X	Load d+X to AL	Finish Cycle	Put out AR 	Read Low Addr	Next AR	Read High Addr	Put out Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																		
0xC2			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xC3			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xC4	CPY zpg	zeropage	Compare Memory and Index Y	2	3	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Read ZP location	Store result, PC out	Fetch Instruction Code																								
0xC5	CMP zpg	zeropage	Compare Memory with Accumulator	2	3	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Read ZP location	Store result, PC out	Fetch Instruction Code																								
0xC6	DEC zpg	zeropage	Decrement Memory by One	2	5	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	ZP addr out	Read from ZP	ZP addr out	Write result	dummy	dummy	Put out PC Addr	Fetch Instruction Code																				
0xC7			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xC8	INY	implied	Increment Index Y by One	1	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Load X to ALU_A	Store result, PC out	Fetch Instruction Code																										
0xC9	CMP #	immediate	Compare Memory with Accumulator	2	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read #	Store result, PC out	Fetch Instruction Code																										
0xCA	DEX	implied	Decrement Index X by One	1	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Load X to ALU_A	Store result, PC out	Fetch Instruction Code																										
0xCB			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xCC	CPY abs	absolute	Compare Memory and Index Y	3	4	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Read data	Store result, PC out	Fetch Instruction Code																						
0xCD	CMP abs	absolute	Compare Memory with Accumulator	3	4	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Read data	Store result, PC out	Fetch Instruction Code																						
0xCE	DEC abs	absolute	Decrement Memory by One	3	6	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Read data	Put out absolute addr	Write Result	dummy	dummy	Put out PC Addr	Fetch Instruction Code																		
0xCF			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xD0	BNE rel	relative	Branch on Result not Zero(branch on Z = 0)	2	2**	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read r, Set Cond	Put out PC Addr	Fetch Instruction Code																										
0xD1	CMP (ind),Y	(indirect),Y	Compare Memory with Accumulator	2	5*	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read operand	Put out ZP addr	Read Low Addr	Next ZP addr	Read High Addr	Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																				
0xD2			(P65C02)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xD3			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xD4			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xD5	CMP zpg,X	zeropage,X	Compare Memory with Accumulator	2	4	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Operand	Get ZP Addr	Finish Cycle	Data Addr Out	Read Data	Store result, PC out	Fetch Instruction Code																						
0xD6	DEC zpg,X	zeropage,X	Decrement Memory by One	2	6	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Operand	Get ZP Addr	Finish Cycle	Data Addr Out	Read Data	Data Addr Out	Write Data	dummy	dummy	Put out PC Addr	Fetch Instruction Code																		
0xD7			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xD8	CLD	implied	Clear Decimal Mode(0 -> D)	1	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Clear CY 	Put out PC Addr	Fetch Instruction Code																										
0xD9	CMP abs,Y	absolute,Y	Compare Memory with Accumulator	3	4*	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	Put Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																						
0xDA			(P65C02)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xDB			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xDC			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xDD	CMP abs,X	absolute,X	Compare Memory with Accumulator	3	4*	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	Put Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																						
0xDE	DEC abs,X	absolute,X	Decrement Memory by One	3	7	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read Low Addr	Store Low Result	Read High Addr	dummy	dummy	AR out	Read Data	AR out	Write Result	dummy	dummy	Put out PC Addr	Fetch Instruction Code																
0xDF			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xE0	CPX #	immediate	Compare Memory and Index X	2	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read #	Store result, PC out	Fetch Instruction Code																										
0xE1	SBC (ind,X)	(indirect,X)	Subtract Memory from Accumulator with Borrow	2	6	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d and X	Load d+X to AL	Finish Cycle	Put out AR 	Read Low Addr	Next AR	Read High Addr	Put out Data Addr	Read Data	Store result, PC out	Fetch Instruction Code																		
0xE2			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xE3			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xE4	CPX zpg	zeropage	Compare Memory and Index X	2	3	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Read ZP location	Store result, PC out	Fetch Instruction Code																								
0xE5	SBC zpg	zeropage	Subtract Memory from Accumulator with Borrow	2	3	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Read ZP location	Store result, PC out	Fetch Instruction Code																								
0xE6	INC zpg	zeropage	Increment Memory by One	2	5	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read d	Put out AR addr	Read ZP location	Put out AR addr	Write ZP location	dummy	dummy	Put out PC Addr	Fetch Instruction Code																				
0xE7			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xE8	INX	implied	Increment Index X by One	1	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Load X to ALU_A	Store result, PC out	Fetch Instruction Code																										
0xE9	SBC #	immediate	Subtract Memory from Accumulator with Borrow	2	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read #	Store result, PC out	Fetch Instruction Code																										
0xEA	NOP	implied	No Operation	1	2	Put out PC Addr	Fetch Instruction Code	Decode Instruction	dummy cycle	Put out PC Addr	Fetch Instruction Code																										
0xEB			(P65C816)			Put out PC Addr	Fetch Instruction Code	Decode Instruction																													
0xEC	CPX abs	absolute	Compare Memory and Index X	3	4	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Read data	Store result, PC out	Fetch Instruction Code																						
0xED	SBC abs	absolute	Subtract Memory from Accumulator with Borrow	3	4	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Read data	Store result, PC out	Fetch Instruction Code																						
0xEE	INC abs	absolute	Increment Memory by One	3	6	Put out PC Addr	Fetch Instruction Code	Decode Instruction	Read low addr	Next addr	Read high addr	Put out absolute addr	Read data	Put out absolute addr	Write Result	dummy	dummy	Put out PC Addr	Fetch Instruction Code																		
